id_,year,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,realinc,racecen1,relig,spkmslm,spkhomo,childs,age,educ,sex,partyid,spkath,spkrac,spkcom,spkmil,sexnow
1121,2016,Yes,No,Yes,No,Yes,Yes,No,3510,White,Protestant,Not allowed,Allowed,3,83,15,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1122,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,Jewish,"Yes, allowed",Allowed,3,76,14,Male,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1123,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,74880,White,None,"Yes, allowed",Allowed,1,52,20,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1124,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,131676.6906,White,None,Not applicable,Not applicable,0,23,17,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1125,2016,No,Yes,Yes,No,Yes,No,No,31590,Black or african american,Catholic,Not allowed,Allowed,0,19,12,Male,"Ind,near dem",Not allowed,Not allowed,Not allowed,Allowed,Not applicable
1126,2016,No,No,Yes,No,Yes,No,No,25740,Black or african american,Protestant,Not allowed,Not allowed,3,51,11,Female,Independent,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
1127,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17550,Some other race,Moslem/islam,Not applicable,Not applicable,2,37,12,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1128,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11115,Black or african american,Protestant,Not applicable,Not applicable,4,53,9,Female,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1129,2016,No,No,No,No,No,No,No,,Black or african american,None,Not allowed,Allowed,6,51,,Male,Not str democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
1130,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,None,"Yes, allowed",Allowed,0,28,16,Male,"Ind,near rep",Allowed,Not allowed,Allowed,Allowed,Not applicable
1131,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56160,Black or african american,None,"Yes, allowed",Allowed,0,31,14,Male,Other party,Allowed,Allowed,Allowed,Allowed,Not applicable
1132,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46800,White,None,Not allowed,Allowed,2,43,13,Male,Not str democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
1133,2016,Yes,Yes,Yes,Yes,Yes,Yes,No,15210,Black or african american,Catholic,Not allowed,Allowed,0,89,14,Male,"Ind,near dem",Allowed,Not allowed,Allowed,Not allowed,Not applicable
1134,2016,No,No,No,No,No,No,No,38610,Hispanic,Protestant,Not allowed,,3,56,10,Male,"Ind,near dem",,Not allowed,Not allowed,,Not applicable
1135,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5265,Some other race,Protestant,Not applicable,Not applicable,0,19,12,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1136,2016,Yes,Yes,Yes,Yes,Yes,Yes,No,31590,White,Protestant,Not allowed,Allowed,0,58,12,Male,Not str republican,Not allowed,Allowed,Not allowed,Allowed,Not applicable
1137,2016,Yes,Yes,Yes,No,Yes,No,Yes,31590,Other asian,Protestant,Not allowed,Allowed,2,38,16,Male,Other party,Allowed,Allowed,Allowed,Allowed,Not applicable
1138,2016,No,No,Yes,No,No,No,No,38610,White,Protestant,Not allowed,Allowed,3,47,16,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1139,2016,Yes,No,Yes,No,,No,No,9945,White,None,Not allowed,Not allowed,3,48,11,Female,Not str republican,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
1140,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,White,Protestant,Not applicable,Not applicable,0,38,12,Male,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1141,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25740,White,None,Not allowed,Allowed,0,26,14,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
1142,2016,No,No,No,No,No,No,No,936,White,Protestant,Not allowed,Allowed,1,23,9,Female,Independent,Not allowed,Allowed,Allowed,Allowed,Not applicable
1143,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7605,White,Protestant,Not applicable,Not applicable,2,44,12,Female,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1144,2016,No,No,Yes,No,Yes,No,No,17550,White,Christian,Not allowed,Allowed,3,30,10,Female,"Ind,near dem",Not allowed,Not allowed,,Allowed,Not applicable
1145,2016,Yes,Yes,Yes,No,No,No,No,9945,White,Catholic,Not allowed,Allowed,3,,10,Male,Not str democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
1146,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,Black or african american,Protestant,Not applicable,Not applicable,1,35,12,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1147,2016,Yes,Yes,Yes,No,No,No,No,25740,White,Catholic,Not allowed,Allowed,1,49,17,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1148,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12870,Hispanic,Protestant,Not applicable,Not applicable,0,52,12,Male,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1149,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11115,White,Protestant,Not applicable,Not applicable,2,73,12,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1150,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25740,White,Protestant,"Yes, allowed",Allowed,3,52,12,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1151,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,None,"Yes, allowed",Allowed,0,22,13,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1152,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,White,Protestant,Not applicable,Not applicable,0,26,16,Female,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1153,2016,No,No,Yes,No,Yes,No,No,936,White,None,Not allowed,Allowed,0,42,7,Male,Independent,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
1154,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21060,Black or african american,None,Not applicable,Not applicable,2,46,13,Female,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1155,2016,Yes,Yes,Yes,No,Yes,No,No,,Black or african american,Protestant,Not allowed,Allowed,0,24,12,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1156,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15210,Hispanic,Protestant,Not applicable,Not applicable,0,27,11,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1157,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21060,Black or african american,Protestant,Not allowed,Allowed,1,33,12,Female,Not str democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
1158,2016,,,,,,,,,,Christian,Not allowed,Allowed,4,46,12,Female,,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
1159,2016,No,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,Protestant,Not allowed,Allowed,2,54,14,Female,Not str republican,Allowed,Allowed,Not allowed,Allowed,Not applicable
1160,2016,Yes,No,Yes,No,Yes,No,No,9945,White,Protestant,Not allowed,Not allowed,4,47,12,Male,Not str republican,Allowed,Allowed,Allowed,Not allowed,Not applicable
1161,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,White,Catholic,Not applicable,Not applicable,3,53,12,Male,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1162,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,None,"Yes, allowed",Allowed,0,62,16,Male,Other party,Allowed,Allowed,Allowed,Allowed,Not applicable
1163,2016,No,No,Yes,No,Yes,No,No,38610,Black or african american,None,"Yes, allowed",Allowed,2,48,12,Male,Independent,Allowed,Not allowed,Allowed,Allowed,Not applicable
1164,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46800,White,None,Not applicable,Not applicable,2,41,12,Female,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1165,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46800,White,None,"Yes, allowed",Allowed,2,32,20,Male,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1166,2016,Yes,No,Yes,No,Yes,No,Yes,,White,Catholic,"Yes, allowed",Allowed,3,31,12,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1167,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,White,Protestant,Not applicable,Not applicable,3,40,15,Male,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1168,2016,No,No,No,No,No,No,No,38610,White,Catholic,"Yes, allowed",Allowed,0,37,16,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1169,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,White,Protestant,Not applicable,Not applicable,2,40,16,Female,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1170,2016,Yes,No,Yes,No,Yes,No,No,38610,White,Catholic,Not allowed,Allowed,5,36,16,Male,"Ind,near rep",Allowed,Allowed,Not allowed,Allowed,Not applicable
1171,2016,No,No,Yes,No,No,No,No,74880,Black or african american,Catholic,Not allowed,Allowed,3,47,7,Male,Not str democrat,Allowed,Allowed,Not allowed,Allowed,Not applicable
1172,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,None,Not allowed,Allowed,2,37,19,Female,Not str democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
1173,2016,Yes,No,Yes,No,No,Yes,No,,White,Catholic,Not allowed,Allowed,2,89,11,Male,Not str republican,Allowed,Allowed,Allowed,Not allowed,Not applicable
1174,2016,Yes,,Yes,,Yes,,,25740,White,Protestant,"Yes, allowed",Allowed,2,71,16,Female,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
1175,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,White,None,Not allowed,Allowed,0,21,13,Female,Strong democrat,Not allowed,Not allowed,Allowed,Allowed,Not applicable
1176,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12870,White,Protestant,Not applicable,Not applicable,2,80,16,Female,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1177,2016,Yes,Yes,Yes,Yes,Yes,Yes,,6435,White,None,"Yes, allowed",Allowed,0,67,17,Female,Not str democrat,Allowed,Allowed,Allowed,Not allowed,Not applicable
1178,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25740,White,None,"Yes, allowed",Allowed,1,34,11,Male,"Ind,near dem",Allowed,Not allowed,Allowed,Allowed,Not applicable
1179,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21060,American indian or alaska native,None,"Yes, allowed",Allowed,0,65,14,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1180,2016,,No,,No,No,No,No,31590,Some other race,Protestant,"Yes, allowed",Allowed,2,68,12,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1181,2016,No,No,Yes,No,No,No,No,8775,White,Catholic,Not allowed,Allowed,7,38,6,Female,Independent,Not allowed,Not allowed,Allowed,Not allowed,Not applicable
1182,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,131676.6906,White,Protestant,Not applicable,Not applicable,1,67,13,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1183,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21060,White,Other,Not applicable,Not applicable,0,59,15,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1184,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56160,Asian indian,Other eastern,Not allowed,Allowed,2,52,12,Female,Strong democrat,Not allowed,Not allowed,Not allowed,Allowed,Not applicable
1185,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,936,American indian or alaska native,Catholic,"Yes, allowed",Allowed,0,49,18,Female,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Not applicable
1186,2016,Yes,No,Yes,No,Yes,No,No,11115,Hispanic,Catholic,Not allowed,Allowed,6,63,6,Male,Independent,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
1187,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,17550,White,None,"Yes, allowed",Allowed,1,26,15,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1188,2016,Yes,Yes,Yes,No,Yes,No,No,15210,White,None,Not allowed,Allowed,1,70,15,Female,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1189,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9945,White,None,"Yes, allowed",Allowed,0,21,15,Female,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1190,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,17550,White,Protestant,"Yes, allowed",Allowed,0,69,12,Male,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1191,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7605,Black or african american,Protestant,Not applicable,Not applicable,2,51,12,Male,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1192,2016,Yes,Yes,Yes,Yes,Yes,Yes,No,131676.6906,White,None,Not allowed,Allowed,0,39,15,Male,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Not applicable
1193,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46800,Black or african american,Catholic,Not applicable,Not applicable,1,35,15,Male,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1194,2016,Yes,No,Yes,No,Yes,No,No,46800,Hispanic,Protestant,Not allowed,Allowed,0,29,12,Male,Not str republican,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
1195,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,White,Protestant,"Yes, allowed",Allowed,1,45,12,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1196,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,None,"Yes, allowed",Allowed,2,41,20,Male,Other party,Allowed,Allowed,Allowed,Allowed,Not applicable
1197,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21060,White,Catholic,"Yes, allowed",Allowed,0,46,16,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1198,2016,No,No,Yes,No,No,No,No,5265,Chinese,Protestant,Not allowed,Allowed,0,23,16,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1199,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12870,White,Other eastern,"Yes, allowed",Allowed,0,31,11,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1200,2016,No,No,No,No,No,No,No,46800,White,Protestant,"Yes, allowed",Allowed,2,47,16,Male,Other party,Allowed,Allowed,Allowed,Allowed,Not applicable
1201,2016,Yes,,Yes,Yes,Yes,,,,Filipino,Catholic,Not allowed,,2,45,16,Female,Not str republican,Allowed,Not allowed,Allowed,Allowed,Not applicable
1202,2016,Yes,No,Yes,Yes,Yes,Yes,No,65520,White,Catholic,"Yes, allowed",Allowed,2,58,16,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1203,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15210,White,None,Not applicable,Not applicable,0,26,14,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1204,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65520,White,Catholic,"Yes, allowed",Allowed,2,66,17,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1205,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21060,Black or african american,Protestant,Not applicable,Not applicable,0,35,16,Female,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1206,2016,No,No,,No,No,No,No,21060,,None,Not allowed,Allowed,2,41,7,Male,Other party,Allowed,Not allowed,Allowed,Allowed,Not applicable
1207,2016,No,No,No,No,No,No,No,38610,White,Protestant,"Yes, allowed",Allowed,3,44,18,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1208,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,56160,White,Protestant,Not applicable,Not applicable,0,66,12,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1209,2016,Yes,Yes,Yes,No,Yes,Yes,Yes,21060,White,Catholic,Not allowed,Allowed,1,57,12,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1210,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46800,White,None,Not allowed,Allowed,5,89,16,Male,Strong republican,Allowed,Allowed,Not allowed,Allowed,Not applicable
1211,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,White,Protestant,Not applicable,Not applicable,0,27,14,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1212,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,Black or african american,Protestant,Not applicable,Not applicable,2,43,12,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1213,2016,Yes,No,Yes,No,Yes,No,No,4212,Black or african american,Protestant,"Yes, allowed",Allowed,0,64,14,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
